artistName,trackName,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,release_date,genres
Future,Undefeated (feat. Lil Keed),0.855,0.561,2.0,-5.105,1.0,0.277,0.00135,0.0,0.187,0.408,157.016,audio_features,6FZjiSBSQoj1geAgXjvqez,spotify:track:6FZjiSBSQoj1geAgXjvqez,https://api.spotify.com/v1/tracks/6FZjiSBSQoj1geAgXjvqez,https://api.spotify.com/v1/audio-analysis/6FZjiSBSQoj1geAgXjvqez,156467.0,4.0,2019-07-23,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Nice Nice,Set And Setting,0.372,0.992,11.0,-4.398,1.0,0.157,0.00325,0.867,0.819,0.0353,150.05,audio_features,1VT9Fn4glqq4Peizylpgmn,spotify:track:1VT9Fn4glqq4Peizylpgmn,https://api.spotify.com/v1/tracks/1VT9Fn4glqq4Peizylpgmn,https://api.spotify.com/v1/audio-analysis/1VT9Fn4glqq4Peizylpgmn,226253.0,4.0,2010-04-05,[]
The White Stripes,Passive Manipulation,0.735,0.232,9.0,-11.25,1.0,0.22,0.938,1.4e-05,0.278,0.587,83.359,audio_features,2XfrTZuUajbAkvePvHN2P6,spotify:track:2XfrTZuUajbAkvePvHN2P6,https://api.spotify.com/v1/tracks/2XfrTZuUajbAkvePvHN2P6,https://api.spotify.com/v1/audio-analysis/2XfrTZuUajbAkvePvHN2P6,35227.0,4.0,2005-06-07,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']"
The Notorious B.I.G.,Machine Gun Funk - 2006 Remaster,0.841,0.738,4.0,-5.317,0.0,0.3,0.102,0.0235,0.0901,0.305,93.725,audio_features,2bXI4Rbw1D7aVeHWLjn1Lb,spotify:track:2bXI4Rbw1D7aVeHWLjn1Lb,https://api.spotify.com/v1/tracks/2bXI4Rbw1D7aVeHWLjn1Lb,https://api.spotify.com/v1/audio-analysis/2bXI4Rbw1D7aVeHWLjn1Lb,255893.0,4.0,1994-09-13,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
Paul White,Lion's Den,0.665,0.507,10.0,-10.136,0.0,0.06,0.0215,0.0,0.2,0.251,92.816,audio_features,10dHogvcVdzl4W9ANm0hoT,spotify:track:10dHogvcVdzl4W9ANm0hoT,https://api.spotify.com/v1/tracks/10dHogvcVdzl4W9ANm0hoT,https://api.spotify.com/v1/audio-analysis/10dHogvcVdzl4W9ANm0hoT,148763.0,4.0,2017-02-10,['wonky']
Einmusik,Eisheimer,0.743,0.695,2.0,-9.369,1.0,0.0394,0.00589,0.921,0.0954,0.0601,117.982,audio_features,2ZBz0xlDTXIDlngBvBhvcC,spotify:track:2ZBz0xlDTXIDlngBvBhvcC,https://api.spotify.com/v1/tracks/2ZBz0xlDTXIDlngBvBhvcC,https://api.spotify.com/v1/audio-analysis/2ZBz0xlDTXIDlngBvBhvcC,473276.0,4.0,2018-08-17,"['deep euro house', 'german techno', 'microhouse', 'minimal techno', 'organic house', 'tech house']"
Odd Future,Oldie,0.839,0.583,1.0,-5.941,1.0,0.268,0.239,0.0,0.262,0.564,87.99,audio_features,53dkS3h9uTNsWYZTPacnpx,spotify:track:53dkS3h9uTNsWYZTPacnpx,https://api.spotify.com/v1/tracks/53dkS3h9uTNsWYZTPacnpx,https://api.spotify.com/v1/audio-analysis/53dkS3h9uTNsWYZTPacnpx,636213.0,4.0,2012-03-16,"['hip hop', 'rap']"
GENTS,Young Again,0.583,0.603,5.0,-10.791,1.0,0.0286,0.169,0.843,0.11,0.482,150.076,audio_features,2PyDeNcULEWKlq23nAMcbN,spotify:track:2PyDeNcULEWKlq23nAMcbN,https://api.spotify.com/v1/tracks/2PyDeNcULEWKlq23nAMcbN,https://api.spotify.com/v1/audio-analysis/2PyDeNcULEWKlq23nAMcbN,324000.0,4.0,2015,"['danish indie pop', 'neo-synthpop']"
XXXTENTACION,"I don’t even speak spanish lol - feat. Rio Santana, Judah, Andrez Babii",0.767,0.561,2.0,-7.418,0.0,0.0509,0.118,0.0,0.0737,0.542,90.021,audio_features,14boA065HMHWvqyPPEeN4y,spotify:track:14boA065HMHWvqyPPEeN4y,https://api.spotify.com/v1/tracks/14boA065HMHWvqyPPEeN4y,https://api.spotify.com/v1/audio-analysis/14boA065HMHWvqyPPEeN4y,192229.0,4.0,2018-03-16,"['emo rap', 'miami hip hop']"
Travis Scott,NO BYSTANDERS,0.731,0.811,1.0,-3.225,1.0,0.0712,0.0204,0.0,0.411,0.426,147.045,audio_features,6OaVWaGfhXn70ZJfdVcabn,spotify:track:6OaVWaGfhXn70ZJfdVcabn,https://api.spotify.com/v1/tracks/6OaVWaGfhXn70ZJfdVcabn,https://api.spotify.com/v1/audio-analysis/6OaVWaGfhXn70ZJfdVcabn,218284.0,4.0,2018-08-03,['rap']
Lower Dens,To Die in L.A.,0.578,0.666,1.0,-9.039,0.0,0.0426,0.132,0.11,0.0746,0.137,169.008,audio_features,0sujwD2rDemdq6lBUvlB6j,spotify:track:0sujwD2rDemdq6lBUvlB6j,https://api.spotify.com/v1/tracks/0sujwD2rDemdq6lBUvlB6j,https://api.spotify.com/v1/audio-analysis/0sujwD2rDemdq6lBUvlB6j,251440.0,4.0,2015-03-30,"['art pop', 'baltimore indie', 'chillwave', 'indie rock', 'nu gaze', 'transpop']"
King Sunny Ade,Ja Funmi,0.526,0.459,10.0,-15.289,0.0,0.0522,0.339,0.000527,0.0634,0.841,105.59,audio_features,7LLyEy0GVYBpziR5O06ZZv,spotify:track:7LLyEy0GVYBpziR5O06ZZv,https://api.spotify.com/v1/tracks/7LLyEy0GVYBpziR5O06ZZv,https://api.spotify.com/v1/audio-analysis/7LLyEy0GVYBpziR5O06ZZv,428800.0,4.0,1982,"['afrobeat', 'afropop', 'griot', 'highlife', 'juju', 'world']"
Flying Lotus,Getting There,0.18,0.719,1.0,-5.789,1.0,0.0993,0.149,0.00037,0.131,0.1,163.801,audio_features,29W30NK75Gpc6l6cVzyeDP,spotify:track:29W30NK75Gpc6l6cVzyeDP,https://api.spotify.com/v1/tracks/29W30NK75Gpc6l6cVzyeDP,https://api.spotify.com/v1/audio-analysis/29W30NK75Gpc6l6cVzyeDP,109353.0,4.0,2012-10-01,"['afrofuturism', 'alternative hip hop', 'chillwave', 'electronica', 'escape room', 'experimental hip hop', 'glitch', 'glitch hop', 'hip hop', 'indietronica', 'intelligent dance music', 'jazztronica', 'psychedelic hip hop', 'wonky']"
Big Thief,Open Desert,0.589,0.353,5.0,-11.504,1.0,0.0307,0.81,0.193,0.107,0.321,62.651,audio_features,3qq91s3NENmAC3fx4e8fAr,spotify:track:3qq91s3NENmAC3fx4e8fAr,https://api.spotify.com/v1/tracks/3qq91s3NENmAC3fx4e8fAr,https://api.spotify.com/v1/audio-analysis/3qq91s3NENmAC3fx4e8fAr,227533.0,4.0,2019-05-03,"['art pop', 'brooklyn indie', 'chamber pop', 'indie folk', 'indie pop', 'indie rock', 'small room', 'stomp and holler']"
Kurt Vile,Space Forklift,0.263,0.467,4.0,-12.867,0.0,0.0363,0.43,0.984,0.286,0.251,137.606,audio_features,0f5zjH2ANsowPDiMztwxSs,spotify:track:0f5zjH2ANsowPDiMztwxSs,https://api.spotify.com/v1/tracks/0f5zjH2ANsowPDiMztwxSs,https://api.spotify.com/v1/audio-analysis/0f5zjH2ANsowPDiMztwxSs,335507.0,4.0,2008-03-04,"['alternative rock', 'freak folk', 'indie folk', 'indie rock', 'modern folk rock', 'philly indie']"
Rick Ross,B.M.F. (Blowin' Money Fast),0.72,0.863,2.0,-4.226,1.0,0.0562,0.0174,0.0,0.178,0.363,139.98,audio_features,35QGdv6aFbIaLM0Ozr3rHt,spotify:track:35QGdv6aFbIaLM0Ozr3rHt,https://api.spotify.com/v1/tracks/35QGdv6aFbIaLM0Ozr3rHt,https://api.spotify.com/v1/audio-analysis/35QGdv6aFbIaLM0Ozr3rHt,250307.0,4.0,2010-01-01,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Mr Weebl,Badger Badger Badger,0.708,0.744,1.0,-6.353,1.0,0.0675,0.000117,0.254,0.159,0.389,159.992,audio_features,2IzWHbZV1XNASaewFq5oOg,spotify:track:2IzWHbZV1XNASaewFq5oOg,https://api.spotify.com/v1/tracks/2IzWHbZV1XNASaewFq5oOg,https://api.spotify.com/v1/audio-analysis/2IzWHbZV1XNASaewFq5oOg,147000.0,4.0,2009-04-06,"['antiviral pop', 'comic']"
Lily Allen,The Fear,0.661,0.847,10.0,-6.948,1.0,0.0404,0.419,8.82e-05,0.107,0.522,134.002,audio_features,7bW6MqAdTclmHVHAOkIyPS,spotify:track:7bW6MqAdTclmHVHAOkIyPS,https://api.spotify.com/v1/tracks/7bW6MqAdTclmHVHAOkIyPS,https://api.spotify.com/v1/audio-analysis/7bW6MqAdTclmHVHAOkIyPS,207120.0,4.0,2009-01-26,"['dance pop', 'electropop', 'europop', 'pop', 'pop rock']"
Superpitcher,Little Raver,0.669,0.686,0.0,-9.123,0.0,0.043,0.597,0.0953,0.104,0.282,109.998,audio_features,3sZVs1Z5FtY830t3PmX9Ha,spotify:track:3sZVs1Z5FtY830t3PmX9Ha,https://api.spotify.com/v1/tracks/3sZVs1Z5FtY830t3PmX9Ha,https://api.spotify.com/v1/audio-analysis/3sZVs1Z5FtY830t3PmX9Ha,627049.0,4.0,2017-01-27,"['cologne electronic', 'microhouse', 'minimal techno']"
Lil Nas X,Rodeo - feat. Nas,0.65,0.637,9.0,-6.195,1.0,0.0369,0.0814,0.000607,0.51,0.575,140.115,audio_features,7ikRId3U9AXd6tfF2fbItC,spotify:track:7ikRId3U9AXd6tfF2fbItC,https://api.spotify.com/v1/tracks/7ikRId3U9AXd6tfF2fbItC,https://api.spotify.com/v1/audio-analysis/7ikRId3U9AXd6tfF2fbItC,145222.0,4.0,2020-01-27,"['country rap', 'lgbtq+ hip hop', 'pop rap']"
A Boogie Wit da Hoodie,King Of My City,0.48,0.679,4.0,-6.776,0.0,0.264,0.452,0.0,0.152,0.29,81.186,audio_features,3o0nkjyy6eZL5lZcEpvJec,spotify:track:3o0nkjyy6eZL5lZcEpvJec,https://api.spotify.com/v1/tracks/3o0nkjyy6eZL5lZcEpvJec,https://api.spotify.com/v1/audio-analysis/3o0nkjyy6eZL5lZcEpvJec,148676.0,5.0,2020-02-14,"['melodic rap', 'pop rap', 'rap']"
The White Stripes,You're Pretty Good Looking (For a Girl),,,,,,,,,,,,,,,,,,,,
Bob Dylan,Blue Moon,0.496,0.363,0.0,-11.047,1.0,0.0296,0.776,0.0563,0.122,0.543,149.091,audio_features,4t2wZalAQ4cbKKWTAcxct2,spotify:track:4t2wZalAQ4cbKKWTAcxct2,https://api.spotify.com/v1/tracks/4t2wZalAQ4cbKKWTAcxct2,https://api.spotify.com/v1/audio-analysis/4t2wZalAQ4cbKKWTAcxct2,147933.0,4.0,1970-06-08,"['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter']"
Daniel Herskedal,San Francisco (Be Sure to Wear Flowers in Your Hair) [Instrumental],0.303,0.0116,8.0,-28.883,1.0,0.0385,0.972,0.918,0.1,0.0703,74.699,audio_features,3lLmMgqknaSouy2Lw0OSy8,spotify:track:3lLmMgqknaSouy2Lw0OSy8,https://api.spotify.com/v1/tracks/3lLmMgqknaSouy2Lw0OSy8,https://api.spotify.com/v1/audio-analysis/3lLmMgqknaSouy2Lw0OSy8,114721.0,3.0,2019-06-07,[]
Kourosh Yaghmaei,Gole Yakh,0.408,0.554,9.0,-6.707,0.0,0.0268,0.84,0.000266,0.171,0.49,171.512,audio_features,1C8RHwk3q455M7hpihnzJJ,spotify:track:1C8RHwk3q455M7hpihnzJJ,https://api.spotify.com/v1/tracks/1C8RHwk3q455M7hpihnzJJ,https://api.spotify.com/v1/audio-analysis/1C8RHwk3q455M7hpihnzJJ,306760.0,4.0,2011-08-23,['classic persian pop']
Led Zeppelin,Good Times Bad Times - Remaster,0.476,0.717,9.0,-9.192,1.0,0.0949,0.0382,7.61e-05,0.0818,0.753,93.584,audio_features,0QwZfbw26QeUoIy82Z2jYp,spotify:track:0QwZfbw26QeUoIy82Z2jYp,https://api.spotify.com/v1/tracks/0QwZfbw26QeUoIy82Z2jYp,https://api.spotify.com/v1/audio-analysis/0QwZfbw26QeUoIy82Z2jYp,166267.0,4.0,1969-01-12,"['album rock', 'classic rock', 'hard rock', 'rock']"
Vince Taylor & His Playboys,Brand New Cadillac,0.581,0.833,10.0,-5.479,1.0,0.0482,0.563,5.37e-05,0.256,0.743,83.529,audio_features,0CJ3EmwyofCmDljpoKecQR,spotify:track:0CJ3EmwyofCmDljpoKecQR,https://api.spotify.com/v1/tracks/0CJ3EmwyofCmDljpoKecQR,https://api.spotify.com/v1/audio-analysis/0CJ3EmwyofCmDljpoKecQR,157067.0,4.0,2010-10-04,[]
Jorja Smith,On My Mind (Jorja Smith X Preditah),0.71,0.662,10.0,-5.947,0.0,0.175,0.42,0.0,0.0723,0.755,130.037,audio_features,1OxL1FWSEd7QmJoWLRP2NO,spotify:track:1OxL1FWSEd7QmJoWLRP2NO,https://api.spotify.com/v1/tracks/1OxL1FWSEd7QmJoWLRP2NO,https://api.spotify.com/v1/audio-analysis/1OxL1FWSEd7QmJoWLRP2NO,181510.0,4.0,2017-08-25,"['pop', 'uk contemporary r&b']"
Stranger Cole,Crying Every Night (These Eyes),0.866,0.683,7.0,-7.897,1.0,0.232,0.214,0.114,0.107,0.957,81.384,audio_features,0nLAoalQ2ldnvIDAnxssHQ,spotify:track:0nLAoalQ2ldnvIDAnxssHQ,https://api.spotify.com/v1/tracks/0nLAoalQ2ldnvIDAnxssHQ,https://api.spotify.com/v1/audio-analysis/0nLAoalQ2ldnvIDAnxssHQ,151080.0,4.0,1971-01-01,"['dub', 'lovers rock', 'reggae', 'rock steady', 'roots reggae', 'ska']"
David Bowie,All the Young Dudes,0.482,0.704,5.0,-10.434,1.0,0.032,0.059,1.11e-05,0.169,0.662,75.28,audio_features,5VWok9kn4V7RJeKgQfeFMa,spotify:track:5VWok9kn4V7RJeKgQfeFMa,https://api.spotify.com/v1/tracks/5VWok9kn4V7RJeKgQfeFMa,https://api.spotify.com/v1/audio-analysis/5VWok9kn4V7RJeKgQfeFMa,188800.0,4.0,2014-11-18,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'rock']"
Slugabed,Gold (feat. Hairy Hands & Peter Lyon),0.583,0.357,5.0,-11.985,0.0,0.0781,0.775,0.00514,0.116,0.506,139.657,audio_features,2NHDi8jILGDMcRHyrwIXPL,spotify:track:2NHDi8jILGDMcRHyrwIXPL,https://api.spotify.com/v1/tracks/2NHDi8jILGDMcRHyrwIXPL,https://api.spotify.com/v1/audio-analysis/2NHDi8jILGDMcRHyrwIXPL,225732.0,4.0,2017-04-07,"['bass music', 'wonky']"
The Durutti Column,Sketch for Summer,0.648,0.743,2.0,-9.902,0.0,0.0359,0.484,0.823,0.145,0.527,107.68,audio_features,2oeLt7N1amHZiev27FvKE2,spotify:track:2oeLt7N1amHZiev27FvKE2,https://api.spotify.com/v1/tracks/2oeLt7N1amHZiev27FvKE2,https://api.spotify.com/v1/audio-analysis/2oeLt7N1amHZiev27FvKE2,178280.0,4.0,1979-01-01,"['art pop', 'art rock', 'chamber psych', 'dance rock', 'dream pop', 'experimental', 'fourth world', 'new wave', 'post-punk', 'slowcore', 'uk post-punk']"
Big Thief,UFOF,0.623,0.613,10.0,-9.241,0.0,0.0309,0.638,0.572,0.143,0.745,147.168,audio_features,1DXvEWgI1xoxmKv2Zd3pNE,spotify:track:1DXvEWgI1xoxmKv2Zd3pNE,https://api.spotify.com/v1/tracks/1DXvEWgI1xoxmKv2Zd3pNE,https://api.spotify.com/v1/audio-analysis/1DXvEWgI1xoxmKv2Zd3pNE,188413.0,4.0,2019-05-03,"['art pop', 'brooklyn indie', 'chamber pop', 'indie folk', 'indie pop', 'indie rock', 'small room', 'stomp and holler']"
The Kinks,Lola - Coca Cola Version,0.474,0.917,9.0,-4.19,1.0,0.0395,0.582,0.231,0.201,0.902,152.113,audio_features,0UAJH0k4k3slcE83a9UGCe,spotify:track:0UAJH0k4k3slcE83a9UGCe,https://api.spotify.com/v1/tracks/0UAJH0k4k3slcE83a9UGCe,https://api.spotify.com/v1/audio-analysis/0UAJH0k4k3slcE83a9UGCe,241040.0,4.0,1970-11-27,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'rock', 'roots rock']"
Max Cooper,Molten Landscapes,0.719,0.548,8.0,-10.3,1.0,0.0567,0.00901,0.86,0.11,0.492,121.016,audio_features,7CkZIC2qC2D4eMU1eX7PIE,spotify:track:7CkZIC2qC2D4eMU1eX7PIE,https://api.spotify.com/v1/tracks/7CkZIC2qC2D4eMU1eX7PIE,https://api.spotify.com/v1/audio-analysis/7CkZIC2qC2D4eMU1eX7PIE,531425.0,3.0,2017-05-26,"['electronica', 'microhouse', 'minimal techno', 'modular synth', 'tech house']"
Orion Sun,Coffee For Dinner,0.563,0.608,1.0,-7.204,0.0,0.0261,0.662,2.36e-05,0.119,0.432,96.002,audio_features,5CBnR8GNMOOE4EWsjWbVMT,spotify:track:5CBnR8GNMOOE4EWsjWbVMT,https://api.spotify.com/v1/tracks/5CBnR8GNMOOE4EWsjWbVMT,https://api.spotify.com/v1/audio-analysis/5CBnR8GNMOOE4EWsjWbVMT,172680.0,4.0,2020-02-11,"['alternative r&b', 'bedroom pop', 'indie r&b', 'indie soul', 'vapor soul']"
John Prine,Hello in There,0.594,0.325,0.0,-17.137,1.0,0.0324,0.748,0.0058,0.0857,0.254,135.229,audio_features,7IijX5DkLaf3G4qF6xDLYa,spotify:track:7IijX5DkLaf3G4qF6xDLYa,https://api.spotify.com/v1/tracks/7IijX5DkLaf3G4qF6xDLYa,https://api.spotify.com/v1/audio-analysis/7IijX5DkLaf3G4qF6xDLYa,272027.0,4.0,1971,"['country rock', 'folk', 'folk rock', 'indie folk', 'mellow gold', 'new americana', 'roots rock', 'singer-songwriter', 'traditional folk']"
Petite Noir,Blame Fire,0.601,0.795,6.0,-5.22,0.0,0.0448,0.0327,3.09e-05,0.147,0.342,99.994,audio_features,3B2QACCTAYuP5LHv9czbtR,spotify:track:3B2QACCTAYuP5LHv9czbtR,https://api.spotify.com/v1/tracks/3B2QACCTAYuP5LHv9czbtR,https://api.spotify.com/v1/audio-analysis/3B2QACCTAYuP5LHv9czbtR,247396.0,4.0,2018-07-30,"['chamber psych', 'shiver pop', 'south african alternative', 'south african rock']"
Jürgen Paape,Mit Dir,0.868,0.438,9.0,-8.488,1.0,0.1,0.000998,0.261,0.235,0.352,119.994,audio_features,39cHfFYBVsIgj07SzenRW2,spotify:track:39cHfFYBVsIgj07SzenRW2,https://api.spotify.com/v1/tracks/39cHfFYBVsIgj07SzenRW2,https://api.spotify.com/v1/audio-analysis/39cHfFYBVsIgj07SzenRW2,285480.0,4.0,2011-01-10,"['cologne electronic', 'microhouse']"
Dry Bread,Words to My Song,0.563,0.9,1.0,-8.442,0.0,0.0405,0.563,0.55,0.0761,0.892,92.581,audio_features,3oqD79fb1OUhb2qORKnjCQ,spotify:track:3oqD79fb1OUhb2qORKnjCQ,https://api.spotify.com/v1/tracks/3oqD79fb1OUhb2qORKnjCQ,https://api.spotify.com/v1/audio-analysis/3oqD79fb1OUhb2qORKnjCQ,186947.0,4.0,2016-10-14,['traditional soul']
Destroyer,Painter in Your Pocket,0.566,0.511,6.0,-8.826,0.0,0.0614,0.674,3.02e-06,0.221,0.258,123.311,audio_features,2kkJENGuusOzj1vXN3s0xO,spotify:track:2kkJENGuusOzj1vXN3s0xO,https://api.spotify.com/v1/tracks/2kkJENGuusOzj1vXN3s0xO,https://api.spotify.com/v1/audio-analysis/2kkJENGuusOzj1vXN3s0xO,250013.0,4.0,2006-01-24,"['alternative dance', 'alternative rock', 'art pop', 'canadian indie', 'chamber pop', 'chamber psych', 'chillwave', 'dance-punk', 'freak folk', 'garage psych', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'noise pop', 'slowcore', 'stomp and holler', 'vancouver indie']"
Orbital,The Box - Part 2,0.603,0.72,9.0,-12.956,0.0,0.0295,0.0075,0.936,0.096,0.66,140.991,audio_features,1kV6GsEtVGmPehcGpmYtnr,spotify:track:1kV6GsEtVGmPehcGpmYtnr,https://api.spotify.com/v1/tracks/1kV6GsEtVGmPehcGpmYtnr,https://api.spotify.com/v1/audio-analysis/1kV6GsEtVGmPehcGpmYtnr,359586.0,4.0,1996-01-01,"['big beat', 'breakbeat', 'drum and bass', 'electronica', 'hardcore techno', 'intelligent dance music', 'rave', 'techno']"
Gonjasufi,Candylane,0.684,0.751,7.0,-6.902,0.0,0.134,0.0185,0.0138,0.294,0.894,96.522,audio_features,1jAYzAAQYRtxfuM8DaFfK6,spotify:track:1jAYzAAQYRtxfuM8DaFfK6,https://api.spotify.com/v1/tracks/1jAYzAAQYRtxfuM8DaFfK6,https://api.spotify.com/v1/audio-analysis/1jAYzAAQYRtxfuM8DaFfK6,127133.0,4.0,2010-03-08,['wonky']
Smog,Let's Move To The Country,0.502,0.124,11.0,-15.738,1.0,0.0491,0.87,0.111,0.101,0.19,161.638,audio_features,3S9tVm9EGET8wSVLyOWgq7,spotify:track:3S9tVm9EGET8wSVLyOWgq7,https://api.spotify.com/v1/tracks/3S9tVm9EGET8wSVLyOWgq7,https://api.spotify.com/v1/audio-analysis/3S9tVm9EGET8wSVLyOWgq7,185800.0,4.0,1999-12-01,"['alternative country', 'alternative rock', 'anti-folk', 'art pop', 'art rock', 'chamber pop', 'freak folk', 'gbvfi', 'indie folk', 'lo-fi', 'singer-songwriter', 'slowcore', 'stomp and holler', 'traditional folk']"
Bedouin,Bufo,0.855,0.477,7.0,-13.77,1.0,0.164,0.026,0.826,0.0589,0.363,108.014,audio_features,7ejfLqxTRdGJ4xK9dx7xvH,spotify:track:7ejfLqxTRdGJ4xK9dx7xvH,https://api.spotify.com/v1/tracks/7ejfLqxTRdGJ4xK9dx7xvH,https://api.spotify.com/v1/audio-analysis/7ejfLqxTRdGJ4xK9dx7xvH,518430.0,4.0,2016-10-21,"['arab electronic', 'ethnotronica', 'organic electronic', 'organic house']"
Julia Jacklin,Pressure To Party,0.483,0.81,4.0,-3.949,1.0,0.0366,0.000124,4.79e-05,0.118,0.382,141.906,audio_features,5Wyy2JHaM8cKEN6YDC6C8O,spotify:track:5Wyy2JHaM8cKEN6YDC6C8O,https://api.spotify.com/v1/tracks/5Wyy2JHaM8cKEN6YDC6C8O,https://api.spotify.com/v1/audio-analysis/5Wyy2JHaM8cKEN6YDC6C8O,182307.0,4.0,2019-02-22,"['art pop', 'indie folk', 'indie pop', 'indie rock', 'sydney indie']"
The White Stripes,A Boy's Best Friend,0.376,0.368,3.0,-10.521,1.0,0.0317,0.292,0.000468,0.127,0.107,74.433,audio_features,5I2FvUojIXRj1w4Cl6qPe3,spotify:track:5I2FvUojIXRj1w4Cl6qPe3,https://api.spotify.com/v1/tracks/5I2FvUojIXRj1w4Cl6qPe3,https://api.spotify.com/v1/audio-analysis/5I2FvUojIXRj1w4Cl6qPe3,262080.0,1.0,2000-06-20,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']"
Hiroshi Yoshimura,Blink,0.361,0.055,0.0,-19.128,1.0,0.0579,0.977,0.92,0.0753,0.336,68.554,audio_features,7d26IhLPUlL4oncFgsms22,spotify:track:7d26IhLPUlL4oncFgsms22,https://api.spotify.com/v1/tracks/7d26IhLPUlL4oncFgsms22,https://api.spotify.com/v1/audio-analysis/7d26IhLPUlL4oncFgsms22,282013.0,5.0,2017-11-03,"['ambient', 'art pop', 'fourth world', 'j-ambient']"
Bedouine,Nice And Quiet,0.51,0.29,0.0,-14.789,1.0,0.0294,0.723,0.386,0.105,0.435,130.936,audio_features,4MxQUIX2RwrJ1ktT3Y3Esi,spotify:track:4MxQUIX2RwrJ1ktT3Y3Esi,https://api.spotify.com/v1/tracks/4MxQUIX2RwrJ1ktT3Y3Esi,https://api.spotify.com/v1/audio-analysis/4MxQUIX2RwrJ1ktT3Y3Esi,231067.0,4.0,2017-12-01,"['art pop', 'chamber folk', 'indie folk', 'indie rock']"
The Spinners,The Rubberband Man,0.801,0.446,10.0,-14.605,1.0,0.0735,0.74,0.038,0.0832,0.925,97.898,audio_features,13Mzsb8VzRSZ5w3pM48cn6,spotify:track:13Mzsb8VzRSZ5w3pM48cn6,https://api.spotify.com/v1/tracks/13Mzsb8VzRSZ5w3pM48cn6,https://api.spotify.com/v1/audio-analysis/13Mzsb8VzRSZ5w3pM48cn6,213000.0,4.0,1976,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soft rock', 'soul', 'southern soul']"
Angel Olsen,New Love Cassette,0.619,0.464,9.0,-9.82,1.0,0.028,0.15,0.88,0.0791,0.58,79.033,audio_features,4SsWVvNKAHJP1T2bP6d2ut,spotify:track:4SsWVvNKAHJP1T2bP6d2ut,https://api.spotify.com/v1/tracks/4SsWVvNKAHJP1T2bP6d2ut,https://api.spotify.com/v1/audio-analysis/4SsWVvNKAHJP1T2bP6d2ut,206413.0,3.0,2019-10-04,"['alternative americana', 'art pop', 'chamber psych', 'electropop', 'freak folk', 'indie folk', 'indie pop', 'indie rock']"
Khruangbin,Dern Kala,0.632,0.646,9.0,-11.398,1.0,0.0385,0.0177,0.88,0.116,0.671,87.325,audio_features,47FmTHqPWGWEfbgDpLjvCt,spotify:track:47FmTHqPWGWEfbgDpLjvCt,https://api.spotify.com/v1/tracks/47FmTHqPWGWEfbgDpLjvCt,https://api.spotify.com/v1/audio-analysis/47FmTHqPWGWEfbgDpLjvCt,219840.0,4.0,2015-11-06,"['neo-psychedelic', 'soul']"
FKA twigs,thousand eyes,0.239,0.241,0.0,-14.754,0.0,0.0593,0.838,0.0434,0.325,0.182,80.395,audio_features,5fJqkPtaFohDuNXWJdXyVS,spotify:track:5fJqkPtaFohDuNXWJdXyVS,https://api.spotify.com/v1/tracks/5fJqkPtaFohDuNXWJdXyVS,https://api.spotify.com/v1/audio-analysis/5fJqkPtaFohDuNXWJdXyVS,300507.0,4.0,2019-11-08,"['afrofuturism', 'art pop', 'dance pop', 'electropop', 'escape room', 'indie r&b', 'pop', 'trip hop']"
Tim Buckley,Pleasant Street,0.393,0.546,4.0,-9.756,0.0,0.0359,0.377,0.000218,0.277,0.385,104.236,audio_features,1L8n3DR0g5w36X51i2k8A4,spotify:track:1L8n3DR0g5w36X51i2k8A4,https://api.spotify.com/v1/tracks/1L8n3DR0g5w36X51i2k8A4,https://api.spotify.com/v1/audio-analysis/1L8n3DR0g5w36X51i2k8A4,317293.0,4.0,1967,"['art pop', 'art rock', 'cosmic american', 'country rock', 'experimental', 'folk', 'folk rock', 'psychedelic folk', 'psychedelic rock', 'roots rock', 'singer-songwriter', 'traditional folk']"
